10.1016/j.quaint.2013.07.116,"ocean upwelling, and the absence of glaciated terrains. Sites from the Global Charcoal Database were",Quaternary International,"Projected sea-level rise impacts on the salt marsh landscapes of San Francisco Bay, California and its resident salt marsh wildlife species",Global Charcoal Database
10.1002/2015JG003036,"Marlon, P. J. Bartlein, and S. P. Harrison (2010), Fire history and the Global Charcoal Database: A",Journal of Geophysical Research: Biogeosciences,"Sensitivity of burned area in Europe to climate change, atmospheric CO 2 levels, and demography: A comparison of two fire-vegetation models",Global Charcoal Database
10.1016/j.quaint.2012.08.1196,known uncertainty value. GLOBAL PALEOFIRE SYNTHESES: LESSONS FROM THE GLOBAL CHARCOAL DATABASE AND,Quaternary International,Dating - an uncertain business,Global Charcoal Database
10.1111/nph.14721,Paleoﬁre: an R package to analyse sedimentary charcoal records from the Global Charcoal Database to,New Phytologist,Fire ecology of a tree glacial refugium on a nunatak with a view on Alpine glaciers,Global Charcoal Database
10.1002/ldr.2751,Paleoﬁre: an R package to analyse sedimentary charcoal records from the Global Charcoal Database to,Land Degradation & Development,Paleofire Dynamics in Central Spain During the Late Holocene: the Role of Climatic and Anthropogenic Forcing,Global Charcoal Database
10.1016/j.quaint.2012.08.1197,known uncertainty value. GLOBAL PALEOFIRE SYNTHESES: LESSONS FROM THE GLOBAL CHARCOAL DATABASE AND,Quaternary International,Global Paleofire Syntheses: Lessons from the Global Charcoal Database and members of the Global Paleofire Working Group,Global Charcoal Database
10.1016/j.quaint.2012.08.961,on high resolution sedimentary charcoal records selected from both the Global Charcoal Database (GCD,Quaternary International,Invertebrate fossils found in cave sediments as proxies for Pliocene/Pleistocene paleoenvironment,Global Charcoal Database
10.1111/geb.12682,"Application to charcoal sequences available to a large community through the global charcoal database (Power,",Global Ecology and Biogeography,The sedimentary and remote-sensing reflection of biomass burning in Europe,Global Charcoal Database
10.1016/j.quascirev.2017.10.018,"central Europe and southern Baltic coast are still a blank spot in the Global Charcoal Database (www.paleoﬁre.org,",Quaternary Science Reviews,Fire activity and hydrological dynamics in the past 5700 years reconstructed from Sphagnum peatlands along the oceanic–continental climatic gradient in northern Poland,Global Charcoal Database
10.1016/j.palaeo.2018.07.032,"Marlon, J.R., Bartlein, P.J., Harrison, S.P., 2010. Fire history and the global charcoal database: a","Palaeogeography, Palaeoclimatology, Palaeoecology",Assessing the spatial fidelity of sedimentary charcoal size fractions as fire history proxies with a high-resolution sediment record and historical data,Global Charcoal Database
10.1016/j.quaint.2012.08.958,on high resolution sedimentary charcoal records selected from both the Global Charcoal Database (GCD,Quaternary International,Terrestrial molluscan fauna from north-western Europe Upper Saalian loess: new palaeoenvironmental insights,Global Charcoal Database
10.1002/2015GL064259,record of ﬁre activity that includes areas that are not covered by the Global Charcoal Database. Combining,Geophysical Research Letters,Europe on fire three thousand years ago: Arson or climate?,Global Charcoal Database
10.1002/jqs.1241,"(ca. 4350–1000 BC) agrees with the pattern emerging for Europe from the global charcoal database, and",Journal of Quaternary Science,The role of climate variability and fire in early and mid Holocene forest dynamics of southern Sweden,Global Charcoal Database
10.1016/j.quaint.2012.08.1195,known uncertainty value. GLOBAL PALEOFIRE SYNTHESES: LESSONS FROM THE GLOBAL CHARCOAL DATABASE AND,Quaternary International,"The Design, Evaluation and Application of Inter-laboratory Studies to Amino Acid Racemization Analysis",Global Charcoal Database
10.1016/j.tree.2011.09.009,"Sci. Am. 292, 34–41 56 Power, M.J. et al. (2010) Fire history and the Global Charcoal Database: a",Trends in Ecology & Evolution,Paleoecoinformatics: applying geohistorical data to ecological questions,Global Charcoal Database
10.1002/2016GL068082,Paleoﬁre: An R package to analyse sedimentary charcoal records from the Global Charcoal Database to,Geophysical Research Letters,"The Southern Annular Mode determines inter-annual and centennial-scale fire activity in temperate southwest Tasmania, Australia",Global Charcoal Database
10.1016/j.quaint.2012.08.1708,"ocean upwelling, and the absence of glaciated terrains. Sites from the Global Charcoal Database were",Quaternary International,"A 130,000-year record of Levantine Intermediate Water flow variability from the Corsica Trough, Western Medite-rranean Sea",Global Charcoal Database
10.1080/01916122.2018.1509150,our age estimates for the revised chronology have been submitted to the Global Charcoal Database (Power,Palynology,"An improved chronology for the microscopic charcoal and pollen records from Anderson Pond, Tennessee, USA",Global Charcoal Database
10.1016/j.quaint.2012.08.1707,"ocean upwelling, and the absence of glaciated terrains. Sites from the Global Charcoal Database were",Quaternary International,Pleistocene Fleuve Manche palaeoriver discharges: response to glacial oscillations and climate changes,Global Charcoal Database
10.1016/j.orggeochem.2018.08.011,"does charcoal microscopy. Additionally, we use metadata analyses of the Global Charcoal Database to",Organic Geochemistry,Comparison of black carbon chemical oxidation and macroscopic charcoal counts for quantification of fire by-products in sediments,Global Charcoal Database
10.1016/j.quascirev.2016.01.028,analysis provide detailed records of ﬁre activity in vast areas. The Global Charcoal Database (GCD),Quaternary Science Reviews,Comparative carbon cycle dynamics of the present and last interglacial,Global Charcoal Database
10.1016/j.revpalbo.2015.09.008,"Villalba et al., 2009; www.pages-igbp.org/workinggroups/lotred-sa) and the Global Charcoal Database (http://gpwg.org/).",Review of Palaeobotany and Palynology,Updated site compilation of the Latin American Pollen Database,Global Charcoal Database
10.1002/jqs.2842,for a window (half) width of 2000 years. The data are taken from the Global Charcoal Database v2.0,Journal of Quaternary Science,What have we learnt from palaeoclimate simulations?,Global Charcoal Database
10.1016/j.jseaes.2017.07.017,"Marlon, J.R., Bartlein, G., Harrison, S.P., 2010. Fire history and the Global Charcoal Database: a",Journal of Asian Earth Sciences,"Holocene fire, vegetation, and climate dynamics inferred from charcoal and pollen record in the eastern Tibetan Plateau",Global Charcoal Database
10.1016/j.quascirev.2018.10.005,"2017). Data availability Charcoal data of this study will be available via the Global Charcoal Database, hosted",Quaternary Science Reviews,Holocene fire activity during low-natural flammability periods reveals scale-dependent cultural human-fire relationships in Europe,Global Charcoal Database
10.1016/j.quaint.2012.08.959,on high resolution sedimentary charcoal records selected from both the Global Charcoal Database (GCD,Quaternary International,First high resolution molluscan analyses from northern France: new insights in the Upper Weichselian millennial-timescale palaeoenvironmental variability of north-western Europe,Global Charcoal Database
10.1016/j.quaint.2012.08.960,on high resolution sedimentary charcoal records selected from both the Global Charcoal Database (GCD,Quaternary International,The environmental variability in north-western Europe between 35 and 20 ka BP reconstructed from terrestrial mollusc faunas and its relationship with the presence/absence of human settlements,Global Charcoal Database
